cell_type	target	perb_score
456_PAX6-MTG	SLC24A4	3.17245413434682e-11
123_Lamp5_Lhx6-MTG	CTSH	2.46128859985709e-10
123_Sncg-MTG	CTSH	3.15155602654795e-11
123_L5-IT-MTG	CTSH	4.15253683322839e-11
123_VLMC-MTG	CTSH	8.42701110731233e-11
123_L5-ET-MTG	CTSH	1.27439016231741e-10
123_Chandelier-MTG	CTSH	3.42896054175034e-11
123_Lamp5-MTG	CTSH	2.6331484652329e-10
456_Astro	CTSH	2.89769178414221e-10
123_L4-IT-MTG	CTSH	1.47038559634542e-10
123_Astro	CTSH	1.75249781814066e-10
456_Chandelier-MTG	CTSH	1.61821256525642e-11
123_L6-CT-MTG	CTSH	7.91374669370623e-11
123_Sst-MTG	CTSH	4.13859580376975e-11
123_Oligo-MTG	CTSH	5.2759554800502e-18
123_microglia	CTSH	1.03331856952865e-09
123_Vip-MTG	CTSH	8.29686765129776e-11
456_L4-IT-MTG	CTSH	2.97272337145152e-11
123_L6-IT-MTG	CTSH	2.5462919333155e-11
123_L56-NP-MTG	CTSH	5.1462910989367e-11
123_OPC-MTG	CTSH	1.73689052676049e-17
123_PAX6-MTG	CTSH	1.87852941137002e-10
123_L6b-MTG	CTSH	8.72144501132764e-11
123_L6-IT-Car3	CTSH	9.58515096015998e-11
123_Pvalb	CTSH	2.86146125764485e-10
456_L5-IT-MTG	CTSH	5.64970254367124e-12
456_L6-CT-MTG	CTSH	1.86573131451105e-11
456_L6-IT-MTG	CTSH	6.77562717480017e-12
456_L6-IT-Car3	CTSH	3.98443168096158e-11
456_L56-NP-MTG	CTSH	4.49559982190574e-11
456_OPC-MTG	CTSH	2.7292332880107e-11
456_Sst-MTG	CTSH	3.65743108661147e-11
456_L5-ET-MTG	CTSH	5.75358603721756e-12
456_Lamp5-MTG	CTSH	7.68764726968317e-12
456_VLMC-MTG	CTSH	9.5926008203222e-11
456_Pvalb	CTSH	4.75640137571418e-12
456_L6b-MTG	CTSH	1.26152772073325e-13
456_Oligo-MTG	CTSH	8.37551378983885e-11
456_microglia	CTSH	1.13376956179291e-10
456_Lamp5_Lhx6-MTG	CTSH	9.97388121157583e-12
456_Sncg-MTG	CTSH	3.61030052095774e-11
456_Vip-MTG	CTSH	2.31023077456326e-11
456_PAX6-MTG	CTSH	4.03384842627752e-11
123_Lamp5_Lhx6-MTG	PLCG2	2.35238165878018e-09
123_Sncg-MTG	PLCG2	6.45289296334818e-09
123_L5-IT-MTG	PLCG2	2.16153667427386e-09
123_VLMC-MTG	PLCG2	5.54308653146324e-10
123_L5-ET-MTG	PLCG2	1.18224455479226e-09
123_Chandelier-MTG	PLCG2	5.36360996224107e-10
123_Lamp5-MTG	PLCG2	1.44808002370728e-09
456_Astro	PLCG2	1.01516651630752e-09
123_L4-IT-MTG	PLCG2	1.77009799610485e-09
123_Astro	PLCG2	1.0222336672413e-09
456_Chandelier-MTG	PLCG2	4.01449346660488e-10
123_L6-CT-MTG	PLCG2	9.01421297587524e-11
123_Sst-MTG	PLCG2	1.91275549124326e-09
123_Oligo-MTG	PLCG2	2.24145447061148e-09
123_microglia	PLCG2	6.79335266615946e-09
123_Vip-MTG	PLCG2	3.24039958175087e-09
456_L4-IT-MTG	PLCG2	1.90240509549937e-09
123_L6-IT-MTG	PLCG2	4.73264904931178e-09
123_L56-NP-MTG	PLCG2	4.45189907140153e-09
123_OPC-MTG	PLCG2	3.59650194670337e-09
123_PAX6-MTG	PLCG2	3.39919732863177e-09
123_L6b-MTG	PLCG2	2.4775227929508e-11
123_L6-IT-Car3	PLCG2	1.39288004044214e-09
123_Pvalb	PLCG2	4.89372010515312e-09
456_L5-IT-MTG	PLCG2	4.51784753671651e-10
456_L6-CT-MTG	PLCG2	8.34568371070776e-10
456_L6-IT-MTG	PLCG2	2.75864891680408e-10
456_L6-IT-Car3	PLCG2	1.22461167870812e-10
456_L56-NP-MTG	PLCG2	6.66257428534387e-10
456_OPC-MTG	PLCG2	1.1225749777739e-09
456_Sst-MTG	PLCG2	3.38914046366197e-10
456_L5-ET-MTG	PLCG2	3.58978657400614e-10
456_Lamp5-MTG	PLCG2	6.39851994016584e-10
456_VLMC-MTG	PLCG2	3.41325653989339e-09
456_Pvalb	PLCG2	3.39279280303642e-10
456_L6b-MTG	PLCG2	5.43882588390428e-10
456_Oligo-MTG	PLCG2	2.0457384992326e-09
456_microglia	PLCG2	5.92622983924865e-09
456_Lamp5_Lhx6-MTG	PLCG2	8.733211472632e-10
456_Sncg-MTG	PLCG2	1.31897613142495e-09
456_Vip-MTG	PLCG2	1.96028503554366e-09
456_PAX6-MTG	PLCG2	3.31537614495543e-10
123_Lamp5_Lhx6-MTG	FOXF1	6.97350206824216e-17
123_Sncg-MTG	FOXF1	4.65475153733864e-17
123_L5-IT-MTG	FOXF1	0
123_VLMC-MTG	FOXF1	1.2509268882771e-17
123_L5-ET-MTG	FOXF1	5.53763209039866e-14
123_Chandelier-MTG	FOXF1	2.32346585389953e-11
123_Lamp5-MTG	FOXF1	1.03154073805834e-16
456_Astro	FOXF1	1.48214838758361e-17
123_L4-IT-MTG	FOXF1	2.39468821374547e-17
123_Astro	FOXF1	1.00074151062168e-16
456_Chandelier-MTG	FOXF1	7.24441791896024e-17
123_L6-CT-MTG	FOXF1	1.19381244709818e-16
123_Sst-MTG	FOXF1	9.64606087676251e-17
123_Oligo-MTG	FOXF1	4.6190575516186e-17
123_microglia	FOXF1	2.32737576866932e-17
123_Vip-MTG	FOXF1	7.75791922889773e-17
456_L4-IT-MTG	FOXF1	2.75466222627852e-16
123_L6-IT-MTG	FOXF1	1.29455010647356e-16
123_L56-NP-MTG	FOXF1	3.5381555418773e-17
123_OPC-MTG	FOXF1	4.86960085019993e-17
123_PAX6-MTG	FOXF1	1.21430643318376e-16
123_L6b-MTG	FOXF1	5.92859355033443e-17
123_L6-IT-Car3	FOXF1	6.39734408315113e-17
123_Pvalb	FOXF1	5.59431511413976e-17
456_L5-IT-MTG	FOXF1	3.69524604129488e-16
456_L6-CT-MTG	FOXF1	3.35658906848386e-16
456_L6-IT-MTG	FOXF1	1.03230870556724e-11
456_L6-IT-Car3	FOXF1	1.9638418250041e-16
456_L56-NP-MTG	FOXF1	6.93889390390723e-17
456_OPC-MTG	FOXF1	1.8971311617533e-11
456_Sst-MTG	FOXF1	5.51837480777475e-15
456_L5-ET-MTG	FOXF1	4.75771232952273e-13
456_Lamp5-MTG	FOXF1	4.9289791921317e-15
456_VLMC-MTG	FOXF1	5.99745713953276e-12
456_Pvalb	FOXF1	1.2509268882771e-16
456_L6b-MTG	FOXF1	4.19573633560482e-17
456_Oligo-MTG	FOXF1	8.09207131142367e-17
456_microglia	FOXF1	3.35793830986179e-10
456_Lamp5_Lhx6-MTG	FOXF1	5.88784672006416e-17
456_Sncg-MTG	FOXF1	1.73472347597681e-17
456_Vip-MTG	FOXF1	2.77555756156289e-17
456_PAX6-MTG	FOXF1	1.78600713055446e-17
123_Lamp5_Lhx6-MTG	MYO15A	1.29962136164389e-10
123_Sncg-MTG	MYO15A	9.2955952910452e-11
123_L5-IT-MTG	MYO15A	8.99534126832531e-11
123_VLMC-MTG	MYO15A	2.68561716051133e-10
123_L5-ET-MTG	MYO15A	3.84045343350683e-11
123_Chandelier-MTG	MYO15A	3.10266621665701e-10
123_Lamp5-MTG	MYO15A	3.12409117677064e-11
456_Astro	MYO15A	3.18119054487706e-11
123_L4-IT-MTG	MYO15A	3.18856964289621e-11
123_Astro	MYO15A	2.72181424664574e-11
456_Chandelier-MTG	MYO15A	1.99607165565845e-12
123_L6-CT-MTG	MYO15A	1.34187537195653e-11
123_Sst-MTG	MYO15A	2.29087097610785e-10
123_Oligo-MTG	MYO15A	6.72554998640569e-18
123_microglia	MYO15A	9.45729117660985e-11
123_Vip-MTG	MYO15A	2.54859153775938e-10
456_L4-IT-MTG	MYO15A	5.82436668269791e-11
123_L6-IT-MTG	MYO15A	2.16766578276601e-10
123_L56-NP-MTG	MYO15A	9.58887234901045e-11
123_OPC-MTG	MYO15A	2.98231168160342e-10
123_PAX6-MTG	MYO15A	1.79028127596504e-10
123_L6b-MTG	MYO15A	1.39041548830863e-10
123_L6-IT-Car3	MYO15A	1.20111270920346e-10
123_Pvalb	MYO15A	5.3340044745697e-11
456_L5-IT-MTG	MYO15A	5.00817040094539e-11
456_L6-CT-MTG	MYO15A	2.87629312897173e-11
456_L6-IT-MTG	MYO15A	6.40032608156493e-11
456_L6-IT-Car3	MYO15A	1.86489739000714e-11
456_L56-NP-MTG	MYO15A	7.1916245355141e-11
456_OPC-MTG	MYO15A	1.41899079382833e-12
456_Sst-MTG	MYO15A	9.8967802458267e-11
456_L5-ET-MTG	MYO15A	3.29944474630931e-11
456_Lamp5-MTG	MYO15A	4.40424312312162e-11
456_VLMC-MTG	MYO15A	6.09716888659584e-12
456_Pvalb	MYO15A	5.23428470647396e-11
456_L6b-MTG	MYO15A	3.08555290593398e-11
456_Oligo-MTG	MYO15A	9.14232646266235e-11
456_microglia	MYO15A	3.16558714125445e-11
456_Lamp5_Lhx6-MTG	MYO15A	2.76120335566607e-11
456_Sncg-MTG	MYO15A	3.03400580000562e-11
456_Vip-MTG	MYO15A	7.14143723445555e-11
456_PAX6-MTG	MYO15A	1.72677920760627e-11
123_Lamp5_Lhx6-MTG	ABI3	2.72358137494022e-13
123_Sncg-MTG	ABI3	2.32737576866932e-17
123_L5-IT-MTG	ABI3	3.36072348101521e-12
123_VLMC-MTG	ABI3	3.12731722069275e-18
123_L5-ET-MTG	ABI3	1.48727495797195e-11
123_Chandelier-MTG	ABI3	1.93312177899597e-11
123_Lamp5-MTG	ABI3	8.71253903784528e-11
456_Astro	ABI3	5.78369726954819e-11
123_L4-IT-MTG	ABI3	3.49644694633735e-18
123_Astro	ABI3	2.40995487271915e-17
456_Chandelier-MTG	ABI3	2.6938200327677e-11
123_L6-CT-MTG	ABI3	3.87895961444886e-17
123_Sst-MTG	ABI3	9.95192886754611e-11
123_Oligo-MTG	ABI3	1.4304896245382e-17
123_microglia	ABI3	4.09283956852473e-10
123_Vip-MTG	ABI3	5.90061033079422e-17
456_L4-IT-MTG	ABI3	8.29547794904583e-12
123_L6-IT-MTG	ABI3	3.90623340519864e-12
123_L56-NP-MTG	ABI3	2.0888836804026e-17
123_OPC-MTG	ABI3	5.64785044985378e-17
123_PAX6-MTG	ABI3	8.51042299313795e-11
123_L6b-MTG	ABI3	2.76060952966026e-17
123_L6-IT-Car3	ABI3	1.4304896245382e-17
123_Pvalb	ABI3	3.87895961444886e-18
456_L5-IT-MTG	ABI3	3.05082743997697e-12
456_L6-CT-MTG	ABI3	6.89353114529351e-12
456_L6-IT-MTG	ABI3	6.00836366951867e-13
456_L6-IT-Car3	ABI3	8.90647330206247e-12
456_L56-NP-MTG	ABI3	4.96732475927706e-12
456_OPC-MTG	ABI3	1.24904387991098e-11
456_Sst-MTG	ABI3	5.00955164383668e-12
456_L5-ET-MTG	ABI3	3.03470885678029e-12
456_Lamp5-MTG	ABI3	1.30663181493784e-11
456_VLMC-MTG	ABI3	7.09942241488733e-11
456_Pvalb	ABI3	8.95282558302733e-12
456_L6b-MTG	ABI3	6.47379448947596e-12
456_Oligo-MTG	ABI3	8.23952782742378e-11
456_microglia	ABI3	2.09816232739916e-11
456_Lamp5_Lhx6-MTG	ABI3	1.59501122776999e-11
456_Sncg-MTG	ABI3	1.76594529241333e-11
456_Vip-MTG	ABI3	1.74924370064934e-12
456_PAX6-MTG	ABI3	1.46905661324577e-11
123_Lamp5_Lhx6-MTG	ACE	1.7958657239389e-10
123_Sncg-MTG	ACE	1.38578178719216e-11
123_L5-IT-MTG	ACE	1.08026148608194e-10
123_VLMC-MTG	ACE	1.43204162723989e-10
123_L5-ET-MTG	ACE	1.05841015630499e-10
123_Chandelier-MTG	ACE	1.06104871987075e-10
123_Lamp5-MTG	ACE	1.56497592720257e-10
456_Astro	ACE	1.71900658279535e-11
123_L4-IT-MTG	ACE	8.83606512788473e-11
123_Astro	ACE	3.99070754646568e-11
456_Chandelier-MTG	ACE	1.08678190535016e-11
123_L6-CT-MTG	ACE	1.41323033913218e-10
123_Sst-MTG	ACE	1.24031190344102e-10
123_Oligo-MTG	ACE	1.55158384577955e-17
123_microglia	ACE	2.62274355907221e-10
123_Vip-MTG	ACE	4.29008239344912e-11
456_L4-IT-MTG	ACE	5.2916356926873e-11
123_L6-IT-MTG	ACE	5.55593217167937e-12
123_L56-NP-MTG	ACE	9.71325142087426e-11
123_OPC-MTG	ACE	1.77834054426474e-10
123_PAX6-MTG	ACE	1.23113323827102e-10
123_L6b-MTG	ACE	5.25906615933578e-11
123_L6-IT-Car3	ACE	1.59804574831149e-10
123_Pvalb	ACE	2.34179822622316e-10
456_L5-IT-MTG	ACE	5.23077150041207e-11
456_L6-CT-MTG	ACE	2.4374671086475e-11
456_L6-IT-MTG	ACE	4.73597298227064e-11
456_L6-IT-Car3	ACE	3.03200922047182e-11
456_L56-NP-MTG	ACE	6.05362636038222e-12
456_OPC-MTG	ACE	5.80701980667215e-11
456_Sst-MTG	ACE	3.97721853377406e-11
456_L5-ET-MTG	ACE	1.42149931820145e-11
456_Lamp5-MTG	ACE	2.38010626823202e-11
456_VLMC-MTG	ACE	2.77731496393581e-11
456_Pvalb	ACE	2.85614198878158e-11
456_L6b-MTG	ACE	1.81993883317345e-11
456_Oligo-MTG	ACE	5.16011622010671e-11
456_microglia	ACE	1.00793100432732e-11
456_Lamp5_Lhx6-MTG	ACE	7.80893154171619e-11
456_Sncg-MTG	ACE	6.35599670112334e-12
456_Vip-MTG	ACE	2.82764913671718e-11
456_PAX6-MTG	ACE	3.32103829227475e-11
123_Lamp5_Lhx6-MTG	ADAMTS1	1.52063132924451e-16
123_Sncg-MTG	ADAMTS1	2.45260640678457e-10
123_L5-IT-MTG	ADAMTS1	1.61727285064849e-10
123_VLMC-MTG	ADAMTS1	8.60270242061505e-10
123_L5-ET-MTG	ADAMTS1	4.08396191606036e-11
123_Chandelier-MTG	ADAMTS1	6.39521661103905e-11
123_Lamp5-MTG	ADAMTS1	1.13167441841224e-16
456_Astro	ADAMTS1	5.94885351049885e-11
123_L4-IT-MTG	ADAMTS1	4.61916902140431e-11
123_Astro	ADAMTS1	2.67786067218394e-10
456_Chandelier-MTG	ADAMTS1	1.03700533606547e-11
123_L6-CT-MTG	ADAMTS1	4.89590465584871e-12
123_Sst-MTG	ADAMTS1	3.45641203942427e-17
123_Oligo-MTG	ADAMTS1	4.70100078819098e-10
123_microglia	ADAMTS1	8.03311674966225e-11
123_Vip-MTG	ADAMTS1	2.29498428708161e-10
456_L4-IT-MTG	ADAMTS1	4.42925011502327e-11
123_L6-IT-MTG	ADAMTS1	7.91983784107923e-13
123_L56-NP-MTG	ADAMTS1	1.47864958293702e-11
123_OPC-MTG	ADAMTS1	1.12434379912487e-11
123_PAX6-MTG	ADAMTS1	4.12548289013022e-11
123_L6b-MTG	ADAMTS1	1.1887922316223e-11
123_L6-IT-Car3	ADAMTS1	4.24962973106861e-11
123_Pvalb	ADAMTS1	8.59333569083023e-11
456_L5-IT-MTG	ADAMTS1	1.86770762283845e-12
456_L6-CT-MTG	ADAMTS1	1.00715429978071e-11
456_L6-IT-MTG	ADAMTS1	1.45588172353922e-11
456_L6-IT-Car3	ADAMTS1	4.49418216925664e-12
456_L56-NP-MTG	ADAMTS1	2.16441030140247e-11
456_OPC-MTG	ADAMTS1	7.29357504822920e-11
456_Sst-MTG	ADAMTS1	1.293079774953e-12
456_L5-ET-MTG	ADAMTS1	4.02739609977994e-12
456_Lamp5-MTG	ADAMTS1	1.8998462521231e-12
456_VLMC-MTG	ADAMTS1	2.23745950157008e-09
456_Pvalb	ADAMTS1	1.79164243240863e-12
456_L6b-MTG	ADAMTS1	9.83112804830082e-12
456_Oligo-MTG	ADAMTS1	5.9260651656514e-11
456_microglia	ADAMTS1	2.58822979272989e-10
456_Lamp5_Lhx6-MTG	ADAMTS1	3.47500866310316e-12
456_Sncg-MTG	ADAMTS1	3.42592024727087e-11
456_Vip-MTG	ADAMTS1	1.99164063154571e-11
456_PAX6-MTG	ADAMTS1	1.97385074043967e-11
